Date,Open,High,Low,Close,Volume,hash-rate,difficulty,output-volume,volatility,ma_7,ma_30,close_lag_1,close_lag_3,hashrate_lag_1,daily_sentiment
2020-06-22,9300.9150390625,9655.0732421875,9296.8720703125,9648.7177734375,21104009514,112206937.050783,15784744305477.0,962617.166341449,358.201171875,9428.975306919643,9487.590559895832,9303.6298828125,9288.0185546875,114560928.737163,0.0
2020-06-23,9644.076171875,9670.541015625,9547.2470703125,9629.658203125,17006433272,123976895.482684,15784744305477.0,1353314.1414485,123.2939453125,9442.065848214286,9515.56689453125,9648.7177734375,9332.3408203125,112206937.050783,0.0
2020-06-24,9632.1494140625,9680.3671875,9278.2333984375,9313.6103515625,18961716076,109068281.468943,15784744305477.0,1311910.1917584,402.1337890625,9418.259486607143,9529.12275390625,9629.658203125,9303.6298828125,123976895.482684,0.0
2020-06-25,9314.126953125,9340.1611328125,9095.32421875,9264.8134765625,18616048626,110637609.259863,15784744305477.0,1187885.16995811,244.8369140625,9397.255580357143,9543.448111979167,9313.6103515625,9648.7177734375,109068281.468943,0.0
2020-06-26,9260.9951171875,9310.5166015625,9101.73828125,9162.91796875,18341465837,128684878.855444,15784744305477.0,1223831.11613146,208.7783203125,9379.384068080357,9542.844791666666,9264.8134765625,9629.658203125,110637609.259863,0.0
2020-06-27,9167.82421875,9207.810546875,8998.216796875,9045.390625,17273093144,108283617.573483,15784744305477.0,578597.558721226,209.59375,9338.391183035714,9526.832779947918,9162.91796875,9313.6103515625,128684878.855444,0.0
2020-06-28,9048.4609375,9197.546875,8975.525390625,9143.58203125,14560870760,117699584.319003,15784744305477.0,683500.705868015,222.021484375,9315.52720424107,9516.981380208334,9045.390625,9264.8134765625,108283617.573483,0.0
2020-06-29,9140.029296875,9237.5732421875,9041.8759765625,9190.8544921875,16460547078,113776264.841703,15784744305477.0,1013567.96454737,195.697265625,9250.1181640625,9499.996061197917,9143.58203125,9162.91796875,117699584.319003,0.0
2020-06-30,9185.5810546875,9217.8359375,9084.837890625,9137.9931640625,15735797744,115344676.145677,15784618886622.5,1097730.27154464,132.998046875,9179.880301339286,9489.227213541666,9190.8544921875,9045.390625,113776264.841703,0.0
2020-07-01,9145.9853515625,9309.7548828125,9104.7353515625,9228.3251953125,15971550355,127111309.039231,15784217546288.0,1085316.16279451,205.01953125,9167.696707589286,9457.9291015625,9137.9931640625,9143.58203125,115344676.145677,0.0
2020-07-02,9231.1396484375,9274.962890625,9036.623046875,9123.41015625,16338916796,128680584.459468,15784217546288.0,1031021.5341106,238.33984375,9147.49623325893,9444.382649739584,9228.3251953125,9190.8544921875,127111309.039231,0.0
2020-07-03,9124.8427734375,9202.3447265625,9058.794921875,9087.3037109375,13078970999,127895946.749349,15784217546288.0,971719.254995018,143.5498046875,9136.69419642857,9425.402180989584,9123.41015625,9137.9931640625,128680584.459468,0.0
2020-07-04,9084.2333984375,9183.2958984375,9053.6298828125,9132.48828125,12290528515,123188120.488637,15784217546288.0,676450.563713943,129.666015625,9149.13671875,9403.13056640625,9087.3037109375,9228.3251953125,127895946.749349,0.0
2020-07-05,9126.0908203125,9162.18359375,8977.015625,9073.9423828125,12903406143,127895946.749349,15784217546288.0,600272.961085762,185.16796875,9139.188197544643,9383.410872395832,9132.48828125,9123.41015625,123188120.488637,0.0
2020-07-06,9072.849609375,9375.474609375,9058.6640625,9375.474609375,17889263252,120834207.358281,15784217546288.0,1159525.34007784,316.810546875,9165.5625,9374.137369791666,9073.9423828125,9087.3037109375,127895946.749349,0.0
2020-07-07,9349.1611328125,9360.6171875,9201.8154296875,9252.27734375,13839652595,126326671.329112,15784217546288.0,992282.946751971,158.8017578125,9181.88881138393,9357.251529947916,9375.474609375,9132.48828125,120834207.358281,0.0
2020-07-08,9253.0205078125,9450.3359375,9249.5,9428.3330078125,19702359883,118480294.227925,15784217546288.0,1088708.77697653,200.8359375,9210.461356026786,9345.81298828125,9252.27734375,9073.9423828125,126326671.329112,0.0
2020-07-09,9427.994140625,9431.37890625,9234.9990234375,9277.9677734375,18000702524,128680584.459468,15784217546288.0,976219.418168258,196.3798828125,9232.541015625,9328.555240885416,9428.3330078125,9375.474609375,118480294.227925,0.0
2020-07-10,9273.357421875,9287.4716796875,9118.001953125,9278.8076171875,16860035605,126326671.329112,15784217546288.0,969619.359678852,169.4697265625,9259.898716517857,9308.845670572917,9277.9677734375,9252.27734375,128680584.459468,0.0
2020-07-11,9277.51171875,9293.5322265625,9199.4853515625,9240.3466796875,13249910444,122403482.778518,15784217546288.0,613984.724456739,94.046875,9275.307059151786,9306.131184895834,9278.8076171875,9428.3330078125,126326671.329112,0.0
2020-07-12,9241.0546875,9319.4189453125,9197.4501953125,9276.5,14452361907,119264931.938044,15784217546288.0,678513.983457948,121.96875,9304.243861607143,9299.3197265625,9240.3466796875,9277.9677734375,122403482.778518,0.0
2020-07-13,9277.205078125,9306.4052734375,9224.29296875,9243.6142578125,17519821266,121086665.700822,16570395220715.7,1223910.64205352,82.1123046875,9285.406668526786,9291.597623697917,9276.5,9278.8076171875,119264931.938044,0.0
2020-07-14,9238.703125,9283.841796875,9171.6611328125,9243.2138671875,18085038362,124167138.542574,17345948872516.0,910587.514779727,112.1806640625,9284.111886160714,9286.81181640625,9243.6142578125,9240.3466796875,121086665.700822,0.0
2020-07-15,9241.8974609375,9275.3251953125,9171.93359375,9192.8369140625,15844731575,118993507.769967,17345948872516.0,833760.320201608,103.3916015625,9250.46958705357,9278.21630859375,9243.2138671875,9276.5,124167138.542574,0.0
2020-07-16,9191.98046875,9214.3125,9088.947265625,9132.2275390625,15713967523,117268964.179098,17345948872516.0,984626.116643764,125.365234375,9229.64955357143,9264.68974609375,9192.8369140625,9243.6142578125,118993507.769967,0.0
2020-07-17,9131.8125,9182.25390625,9089.2021484375,9151.392578125,13944570749,101748071.861276,17345948872516.0,848790.136178614,93.0517578125,9211.44740513393,9253.727669270833,9132.2275390625,9243.2138671875,117268964.179098,0.0
2020-07-18,9151.18359375,9230.9833984375,9100.82421875,9159.0400390625,12252601475,112095333.40649,17345948872516.0,660373.467356979,130.1591796875,9199.83217075893,9245.3009765625,9151.392578125,9192.8369140625,101748071.861276,0.0
2020-07-19,9158.005859375,9201.3984375,9097.6328125,9185.8173828125,12939002784,112957605.201925,17345948872516.0,651373.590622766,103.765625,9186.877511160714,9241.894270833332,9159.0400390625,9132.2275390625,112095333.40649,0.0
2020-07-20,9187.220703125,9214.2705078125,9137.509765625,9164.2314453125,13755604146,121580323.15627,17345948872516.0,909433.194233738,76.7607421875,9175.537109375,9236.290625,9185.8173828125,9151.392578125,112957605.201925,0.0
2020-07-21,9162.5146484375,9407.2626953125,9149.3896484375,9374.8876953125,18069581956,107783974.429318,17345948872516.0,890489.549614565,257.873046875,9194.34765625,9238.665885416667,9164.2314453125,9159.0400390625,121580323.15627,0.0
2020-07-22,9375.080078125,9530.5185546875,9319.6533203125,9525.36328125,16532254884,124167138.542574,17345948872516.0,954797.572798298,210.865234375,9241.85142299107,9234.554069010415,9374.8876953125,9185.8173828125,107783974.429318,0.0
2020-07-23,9527.1416015625,9610.2470703125,9483.00390625,9581.072265625,18146399002,117268964.179098,17345948872516.0,1016262.18315993,127.2431640625,9305.972098214286,9232.934537760417,9525.36328125,9164.2314453125,124167138.542574,0.0
2020-07-24,9585.5146484375,9623.3369140625,9481.4541015625,9536.892578125,16552768325,138825759.064961,17345948872516.0,1035386.49292255,141.8828125,9361.043526785714,9240.377278645834,9581.072265625,9374.8876953125,117268964.179098,0.0
2020-07-25,9539.4853515625,9704.556640625,9530.2119140625,9677.11328125,16610070933,122442594.951705,17345948872516.0,791995.338359226,174.3447265625,9435.053989955357,9254.12060546875,9536.892578125,9525.36328125,138825759.064961,0.0
2020-07-26,9680.234375,10023.8076171875,9652.84765625,9905.1669921875,20507998997,136238943.678657,17345948872516.0,730216.75686728,370.9599609375,9537.81821986607,9278.862239583334,9677.11328125,9581.072265625,122442594.951705,0.0
2020-07-27,9905.2177734375,11298.2216796875,9903.9697265625,10990.873046875,35359749590,128205972.903398,17309155182109.1,1239333.7545504,1394.251953125,9798.767020089286,9343.711653645832,9905.1669921875,9536.892578125,136238943.678657,0.0
2020-07-28,11017.4638671875,11204.3271484375,10632.6318359375,10912.8232421875,28766551142,121437040.395232,16847561611550.0,1269990.75861043,571.6953125,10018.472098214286,9402.686360677084,10990.873046875,9677.11328125,128205972.903398,0.0
2020-07-29,10912.953125,11304.3974609375,10856.1416015625,11100.4677734375,24617249715,123949530.886168,16847561611550.0,1131995.4293344,448.255859375,10243.487025669643,9466.34013671875,10912.8232421875,9905.1669921875,121437040.395232,0.0
2020-07-30,11099.8330078125,11169.3564453125,10895.455078125,11111.2138671875,22857247901,113062072.092113,16847561611550.0,1045611.30384732,273.9013671875,10462.078683035714,9532.11416015625,11100.4677734375,10990.873046875,123949530.886168,0.0
2020-07-31,11110.2109375,11415.8642578125,10987.0537109375,11323.466796875,23160469766,128137015.037728,16847561611550.0,1014392.20306478,428.810546875,10717.30357142857,9601.952213541666,11111.2138671875,10912.8232421875,113062072.092113,0.0
2020-08-01,11322.5703125,11794.775390625,11239.6826171875,11759.5927734375,26075670303,114737065.752737,16847561611550.0,864866.804415056,555.0927734375,11014.80064174107,9689.824967447918,11323.466796875,11100.4677734375,128137015.037728,0.0
2020-08-02,11758.7646484375,12034.14453125,11018.1298828125,11053.6142578125,27410067336,118087053.073985,16847561611550.0,793876.043691907,1016.0146484375,11178.864536830357,9755.36865234375,11759.5927734375,11111.2138671875,114737065.752737,0.0
2020-08-03,11043.7685546875,11453.0791015625,11012.4150390625,11246.3486328125,20271713443,135674486.510536,16847561611550.0,1131415.83019561,440.6640625,11215.361049107143,9825.8306640625,11053.6142578125,11323.466796875,118087053.073985,0.0
2020-08-04,11246.203125,11385.3818359375,11094.1455078125,11205.892578125,21250197042,121437040.395232,16847561611550.0,993343.061244682,291.236328125,11257.228097098214,9896.895670572916,11246.3486328125,11759.5927734375,135674486.510536,0.0
2020-08-05,11203.8232421875,11786.6171875,11158.28515625,11747.0224609375,24411254471,108037091.110241,16847561611550.0,993543.746320266,628.33203125,11349.593052455357,9975.947265625,11205.892578125,11053.6142578125,121437040.395232,0.0
2020-08-06,11749.87109375,11902.3359375,11598.7138671875,11779.7734375,23400740340,130649505.528664,16847561611550.0,1194659.24607117,303.6220703125,11445.1015625,10060.197135416667,11747.0224609375,11246.3486328125,108037091.110241,0.0
2020-08-07,11778.89453125,11898.0380859375,11408.59375,11601.47265625,23132312867,127299518.207416,16847561611550.0,1022839.81732761,489.4443359375,11484.816685267857,10132.635123697915,11779.7734375,11205.892578125,130649505.528664,0.0
2020-08-08,11604.5537109375,11800.064453125,11558.431640625,11754.0458984375,17572057837,118924549.904297,16847561611550.0,805601.805601121,241.6328125,11484.02427455357,10215.171061197916,11601.47265625,11747.0224609375,127299518.207416,0.0
2020-08-09,11737.3251953125,11806.056640625,11548.7841796875,11675.7392578125,17489608833,130649505.528664,16847561611550.0,698476.612509977,257.2724609375,11572.89927455357,10295.068782552084,11754.0458984375,11779.7734375,118924549.904297,0.0
2020-08-10,11662.2568359375,12045.140625,11662.2568359375,11878.111328125,26114112569,114901504.532898,16871707187017.9,1024528.55495357,382.8837890625,11663.151088169643,10382.994270833333,11675.7392578125,11601.47265625,130649505.528664,0.0
2020-08-11,11881.6474609375,11932.7109375,11195.708984375,11410.525390625,27039782640,129741892.842126,16947802333947.0,1042770.73857038,737.001953125,11692.384347098214,10454.128450520831,11878.111328125,11754.0458984375,114901504.532898,0.0
2020-08-12,11404.5966796875,11748.396484375,11249.60546875,11584.9345703125,25064548486,132269332.313077,16947802333947.0,976274.057328136,498.791015625,11669.228934151786,10532.1724609375,11410.525390625,11675.7392578125,129741892.842126,0.0
2020-08-13,11588.4052734375,11796.396484375,11216.8720703125,11784.1376953125,27522199497,123844534.076575,16947802333947.0,907786.726174472,579.5244140625,11669.85239955357,10616.869921875,11584.9345703125,11878.111328125,132269332.313077,0.0
2020-08-14,11772.6591796875,12150.994140625,11685.455078125,11768.87109375,24237958589,140694130.549579,16947802333947.0,1440043.27138648,465.5390625,11693.76646205357,10702.737727864584,11784.1376953125,11410.525390625,123844534.076575,0.0
2020-08-15,11768.697265625,11963.203125,11768.697265625,11865.6982421875,23354924400,131426852.489427,16947802333947.0,1432177.73151402,194.505859375,11709.716796875,10793.85341796875,11768.87109375,11584.9345703125,140694130.549579,0.0
2020-08-16,11866.685546875,11934.9013671875,11737.1884765625,11892.8037109375,20583375490,128056933.194826,16947802333947.0,1819310.32164451,197.712890625,11740.726004464286,10885.2337890625,11865.6982421875,11784.1376953125,131426852.489427,0.0
2020-08-17,11895.658203125,12359.056640625,11806.6962890625,12254.40234375,28227687027,105309977.956271,16947802333947.0,2938608.11177309,552.3603515625,11794.481863839286,10988.412532552084,11892.8037109375,11768.87109375,128056933.194826,0.0
2020-08-18,12251.8955078125,12335.70703125,11954.525390625,11991.2333984375,26043227672,117947175.311024,16947802333947.0,2076963.08785902,381.181640625,11877.440150669643,11081.926399739585,12254.40234375,11865.6982421875,105309977.956271,0.0
2020-08-19,11990.884765625,12028.923828125,11687.3330078125,11758.283203125,24502851117,116262215.6637237,16947802333947.0,1887293.8647586957,341.5908203125,11902.20424107143,11168.394791666668,11991.2333984375,11892.8037109375,117947175.311024,0.0
2020-08-20,11761.5,11900.4111328125,11710.0634765625,11878.3720703125,20175242945,123002054.25292504,16947802333947.0,1846156.891732365,190.34765625,11915.666294642857,11251.844270833331,11758.283203125,12254.40234375,116262215.6637237,0.0
2020-08-21,11878.0263671875,11899.259765625,11564.9794921875,11592.4892578125,23762425999,130584372.6657766,16947802333947.0,1495713.7528094356,334.2802734375,11890.46888950893,11320.748470052084,11878.3720703125,11991.2333984375,123002054.25292504,0.0
2020-08-22,11585.4775390625,11689.4072265625,11448.8056640625,11681.8251953125,20224191306,114577256.01642336,16947802333947.0,1358275.3397950362,240.6015625,11864.20131138393,11390.773567708333,11592.4892578125,11758.283203125,130584372.6657766,0.0
2020-08-23,11679.6962890625,11713.4296875,11559.9208984375,11664.84765625,18482062658,132269332.31307696,16947802333947.0,1371402.6206322552,153.5087890625,11831.636160714286,11461.705403645834,11681.8251953125,11878.3720703125,114577256.01642336,0.0
2020-08-24,11663.689453125,11807.6318359375,11623.25,11774.595703125,20681511755,128441437.17505692,17340945336075.322,1864226.3705456883,184.3818359375,11763.092354910714,11531.621484375,11664.84765625,11592.4892578125,132269332.31307696,0.0
2020-08-25,11773.5888671875,11778.2998046875,11189.8505859375,11366.134765625,26301509932,111720008.69546376,17557993035167.0,1616790.3840057622,588.44921875,11673.792550223214,11580.32041015625,11774.595703125,11681.8251953125,128441437.17505692,0.0
2020-08-26,11366.89453125,11530.052734375,11296.9931640625,11488.36328125,22466660958,123939384.6465301,17557993035167.0,1947966.6229682304,233.0595703125,11635.23256138393,11596.90341796875,11366.134765625,11664.84765625,111720008.69546376,0.0
2020-08-27,11485.6083984375,11570.7861328125,11185.94140625,11323.3974609375,23240415076,112592821.26339708,17557993035167.0,2013412.4446154772,384.8447265625,11555.950474330357,11610.589225260415,11488.36328125,11774.595703125,123939384.6465301,0.0
2020-08-28,11325.2958984375,11545.615234375,11316.4228515625,11542.5,19807127588,142268448.57312962,17557993035167.0,2165612.967719466,229.1923828125,11548.809151785714,11625.3236328125,11323.3974609375,11366.134765625,112592821.26339708,0.0
2020-08-29,11541.0546875,11585.640625,11466.29296875,11506.865234375,17485597759,127430634.91826336,17557993035167.0,1751538.2608427948,119.34765625,11523.814871651786,11638.51201171875,11542.5,11488.36328125,142268448.57312962,0.0
2020-08-30,11508.7138671875,11715.2646484375,11492.3818359375,11711.505859375,19760127945,110847196.12753049,17557993035167.0,1753307.7044367052,222.8828125,11530.48032924107,11651.446647135415,11506.865234375,11323.3974609375,127430634.91826336,0.0
2020-08-31,11713.306640625,11768.876953125,11598.318359375,11680.8203125,22285928250,130921885.1899966,17557993035167.0,2697925.47431122,170.55859375,11517.08384486607,11648.8208984375,11711.505859375,11542.5,110847196.12753049,0.0
2020-09-01,11679.31640625,12067.0810546875,11601.12890625,11970.478515625,27311555343,134413135.46172985,17557993035167.0,2653444.8390494054,465.9521484375,11603.418666294643,11679.383040364582,11680.8203125,11506.865234375,130921885.1899966,0.0
2020-09-02,11964.8232421875,11964.8232421875,11290.7939453125,11414.0341796875,28037405299,125685009.78239676,17557993035167.0,2306329.287014456,674.029296875,11592.800223214286,11684.97255859375,11970.478515625,11711.505859375,134413135.46172985,0.0
2020-09-03,11407.19140625,11443.0224609375,10182.46484375,10245.296875,31927261555,112592821.26339708,17557993035167.0,2741473.928778849,1260.5576171875,11438.785853794643,11652.952701822916,11414.0341796875,11680.8203125,125685009.78239676,0.0
2020-09-04,10230.365234375,10663.919921875,10207.9404296875,10511.8134765625,29965130374,117829696.67099696,17557993035167.0,2654809.098372859,455.9794921875,11291.544921875,11611.779069010418,10245.296875,11970.478515625,112592821.26339708,0.0
2020-09-05,10512.5302734375,10581.5712890625,9946.67578125,10169.5673828125,44916565292,123066572.0785968,17557993035167.0,2428545.247330027,634.8955078125,11100.502371651786,11558.105533854166,10511.8134765625,11414.0341796875,117829696.67099696,0.0
2020-09-06,10167.216796875,10353.927734375,10056.8857421875,10280.3515625,37071460174,130921885.1899966,17557993035167.0,2294692.652075226,297.0419921875,10896.0517578125,11514.0681640625,10169.5673828125,10245.296875,123066572.0785968,0.0
2020-09-07,10280.998046875,10399.1533203125,9916.4931640625,10369.5634765625,33703098409,151762133.7678071,17445332713343.377,2985927.900431941,482.66015625,10708.72935267857,11467.91875,10280.3515625,10511.8134765625,130921885.1899966,0.0
